"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"MRF","EQ","19-May-2020","      56356.05","      56850.00","      57400.00","      56600.00","      56660.00","      56828.20","      57004.58","       6473","           368990656.60","       4482","        700","         10.81"
"MRF","EQ","20-May-2020","      56828.20","      57200.00","      57400.00","      56745.05","      57250.00","      57298.90","      57133.36","       7045","           402504491.35","       5250","       2213","         31.41"
"MRF","EQ","21-May-2020","      57298.90","      57399.00","      58260.00","      57300.00","      57309.45","      57451.50","      57798.32","       4819","           278530126.10","       3292","        891","         18.49"
"MRF","EQ","22-May-2020","      57451.50","      57309.45","      57890.00","      57000.00","      57410.00","      57434.10","      57419.05","       4097","           235245842.85","       2891","        497","         12.13"
"MRF","EQ","26-May-2020","      57434.10","      57834.80","      58199.95","      57195.15","      57500.00","      57726.10","      57779.12","       6257","           361523979.90","       4412","       1210","         19.34"
"MRF","EQ","27-May-2020","      57726.10","      57825.00","      58200.00","      57500.00","      57952.00","      58078.80","      57916.43","       5430","           314486212.25","       3775","       1646","         30.31"
"MRF","EQ","28-May-2020","      58078.80","      57952.00","      58950.00","      57951.95","      58299.95","      58466.20","      58549.23","       6483","           379574663.40","       4342","       1078","         16.63"
"MRF","EQ","29-May-2020","      58466.20","      58350.50","      59350.50","      58350.50","      59113.40","      59113.10","      58964.61","       7484","           441291138.35","       5062","       1945","         25.99"
"MRF","EQ","01-Jun-2020","      59113.10","      59500.00","      62269.95","      59365.60","      61950.00","      61446.05","      60804.11","      11453","           696389510.40","       7109","       2728","         23.82"
"MRF","EQ","02-Jun-2020","      61446.05","      61999.00","      63738.45","      61657.70","      62499.95","      62692.40","      62424.78","      11887","           742043325.10","       7571","       2011","         16.92"
"MRF","EQ","03-Jun-2020","      62692.40","      63499.95","      64172.30","      61129.25","      61945.00","      61744.25","      62683.16","      14523","           910347465.05","       8114","       3831","         26.38"
"MRF","EQ","04-Jun-2020","      61744.25","      61844.25","      62487.90","      60710.00","      61600.00","      61648.75","      61462.62","      11209","           688934540.65","       6580","       1316","         11.74"
"MRF","EQ","05-Jun-2020","      61648.75","      61705.00","      63844.00","      61521.10","      63600.00","      63526.20","      62826.01","      13614","           855313272.05","       7988","       2483","         18.24"
"MRF","EQ","08-Jun-2020","      63526.20","      63700.00","      65150.00","      63561.10","      64499.80","      64244.40","      64532.66","      15854","          1023100830.85","       9008","       2716","         17.13"
"MRF","EQ","09-Jun-2020","      64244.40","      64970.00","      64970.00","      63550.00","      64000.00","      63994.15","      64127.45","      12490","           800951891.20","       7280","       3997","         32.00"
"MRF","EQ","10-Jun-2020","      63994.15","      63990.00","      64394.15","      63250.90","      63747.95","      63796.35","      63711.94","       7412","           472232932.70","       3848","       1603","         21.63"
"MRF","EQ","11-Jun-2020","      63796.35","      63699.95","      64099.95","      62700.15","      63300.00","      62884.95","      63330.94","       7919","           501517733.50","       4557","       1655","         20.90"
"MRF","EQ","12-Jun-2020","      62884.95","      61000.00","      64100.00","      59500.00","      63900.00","      63729.05","      62580.92","      11399","           713359893.60","       6648","       2013","         17.66"
"MRF","EQ","15-Jun-2020","      63729.05","      64950.00","      65499.00","      62500.00","      62800.00","      62993.60","      64074.68","      16231","          1039996117.20","       9079","       2809","         17.31"
"MRF","EQ","16-Jun-2020","      62993.60","      63725.00","      64495.00","      62077.50","      62670.00","      62660.30","      63082.30","       9122","           575436767.00","       5159","       1345","         14.74"
"MRF","EQ","17-Jun-2020","      62660.30","      62748.00","      63500.00","      62369.05","      62988.80","      62968.25","      62885.98","       7254","           456174902.90","       4533","       1135","         15.65"
"MRF","EQ","18-Jun-2020","      62968.25","      62888.00","      63350.00","      62701.05","      62825.00","      62999.70","      63077.46","       4653","           293499405.80","       2826","        574","         12.34"
"MRF","EQ","19-Jun-2020","      62999.70","      63101.00","      63592.95","      62700.00","      62869.90","      62949.30","      63172.50","       7143","           451241171.85","       4501","       2044","         28.62"
"MRF","EQ","22-Jun-2020","      62949.30","      63200.00","      65200.00","      63200.00","      65000.00","      64762.75","      64270.50","      11462","           736668528.10","       6832","       2463","         21.49"
"MRF","EQ","23-Jun-2020","      64762.75","      65010.00","      65650.55","      64155.70","      64498.00","      64532.65","      64975.28","       8282","           538125244.05","       5080","       1517","         42.78"
"MRF","EQ","24-Jun-2020","      64532.65","      65032.65","      65870.00","      63586.40","      64074.95","      64128.10","      64860.78","       9738","           631614299.05","       5939","       1269","         13.03"
"MRF","EQ","25-Jun-2020","      64128.10","      64160.00","      65500.00","      63870.00","      64999.95","      64809.65","      64397.28","       7199","           463596003.95","       4331","       1839","         25.55"
"MRF","EQ","26-Jun-2020","      64809.65","      65009.65","      67000.00","      65009.65","      66348.00","      66457.70","      65931.16","      15913","          1049162540.35","       8509","       4435","         27.87"
"MRF","EQ","29-Jun-2020","      66457.70","      66400.00","      66800.80","      64830.05","      65156.80","      65196.90","      65862.09","      19330","          1273114190.85","      10318","       1744","          9.02"
"MRF","EQ","30-Jun-2020","      65196.90","      66480.00","      67725.00","      65750.00","      67100.00","      67274.50","      66708.75","      24297","          1620822462.55","      14462","       6402","         26.35"
"MRF","EQ","01-Jul-2020","      67274.50","      66800.00","      66800.00","      65600.00","      65900.00","      65836.80","      66132.88","      13670","           904036421.80","       7795","       4196","         30.69"
"MRF","EQ","02-Jul-2020","      65836.80","      66400.00","      66800.00","      65800.00","      66172.00","      66092.85","      66246.60","       9523","           630866346.75","       6009","       1761","         18.49"
"MRF","EQ","03-Jul-2020","      66092.85","      66301.00","      66599.95","      65815.45","      66220.00","      66140.25","      66270.44","       8136","           539176301.30","       4203","       1612","         19.81"
"MRF","EQ","06-Jul-2020","      66140.25","      66601.00","      67550.00","      66350.00","      67060.00","      67333.55","      67228.74","      10688","           718540802.90","       6013","       2125","         19.88"
"MRF","EQ","07-Jul-2020","      67333.55","      67333.55","      67510.00","      65600.00","      66859.95","      66858.80","      66812.58","      11291","           754380788.00","       6661","       1920","         17.00"
"MRF","EQ","08-Jul-2020","      66858.80","      67000.00","      67448.65","      65000.70","      65689.15","      65287.20","      66088.13","      16872","          1115038975.55","       9623","       5645","         33.46"
"MRF","EQ","09-Jul-2020","      65287.20","      65944.90","      66200.00","      65050.00","      65490.00","      65335.85","      65595.05","      11634","           763132786.20","       6854","       2013","         17.30"
"MRF","EQ","10-Jul-2020","      65335.85","      65799.00","      65799.00","      64515.00","      64990.00","      64867.25","      65131.94","      12530","           816103234.30","       6450","       2960","         23.62"
"MRF","EQ","13-Jul-2020","      64867.25","      65100.00","      65698.90","      64350.00","      64750.00","      64673.45","      64829.33","       8443","           547354043.50","       5630","       2297","         27.21"
"MRF","EQ","14-Jul-2020","      64673.45","      64800.00","      64890.00","      63610.15","      64499.95","      64396.00","      64135.44","      10422","           668419555.20","       5862","       3090","         29.65"
"MRF","EQ","15-Jul-2020","      64396.00","      64677.00","      65199.95","      63460.00","      63649.00","      63675.35","      64249.25","      12777","           820912663.50","       7234","       3721","         29.12"
"MRF","EQ","16-Jul-2020","      63675.35","      64000.00","      64132.75","      62431.35","      63702.00","      63537.95","      63171.07","      11199","           707452825.60","       6591","       3167","         28.28"
"MRF","EQ","17-Jul-2020","      63537.95","      63998.95","      65870.85","      63382.70","      65800.00","      65360.55","      64639.32","      13834","           894220368.15","       7092","       3718","         26.88"
"MRF","EQ","20-Jul-2020","      65360.55","      65500.00","      65849.50","      64720.10","      65150.00","      65042.80","      65322.69","      10938","           714499533.10","       6426","       2291","         20.95"
"MRF","EQ","21-Jul-2020","      65042.80","      65800.00","      65900.00","      65250.25","      65522.00","      65621.10","      65571.46","      10307","           675845079.90","       5195","       2218","         21.52"
"MRF","EQ","22-Jul-2020","      65621.10","      65590.00","      65590.00","      64255.80","      64498.00","      64407.75","      64619.37","      14419","           931746683.85","       7965","       3821","         26.50"
"MRF","EQ","23-Jul-2020","      64407.75","      64793.55","      64793.55","      63100.00","      63400.00","      63357.35","      63831.86","      13509","           862304661.85","       7448","       4007","         29.66"
"MRF","EQ","24-Jul-2020","      63357.35","      63199.00","      63800.00","      62700.00","      62900.00","      62976.50","      63221.67","      15917","          1006299246.65","       8474","       3724","         23.40"
"MRF","EQ","27-Jul-2020","      62976.50","      63580.00","      63580.00","      61605.00","      61866.45","      61931.60","      62737.21","      14480","           908434760.25","       6764","       5940","         41.02"
"MRF","EQ","28-Jul-2020","      61931.60","      62199.80","      63000.00","      62006.00","      62260.00","      62204.90","      62463.98","      14267","           891173657.15","       7914","       4393","         30.79"
"MRF","EQ","29-Jul-2020","      62204.90","      62400.00","      62800.00","      61550.00","      61700.00","      61815.10","      62142.50","       9790","           608375065.25","       5662","       2226","         22.74"
"MRF","EQ","30-Jul-2020","      61815.10","      62000.00","      62399.90","      60700.70","      61000.00","      61043.15","      61416.65","      12271","           753643717.85","       6413","       3029","         24.68"
"MRF","EQ","31-Jul-2020","      61043.15","      61200.00","      61600.00","      60602.00","      61000.00","      61048.55","      61214.50","      11425","           699375661.95","       6003","       3882","         33.98"
"MRF","EQ","03-Aug-2020","      61048.55","      61000.00","      61800.00","      60802.25","      61099.00","      60974.65","      61291.61","       9152","           560940830.75","       4815","       2099","         22.93"
"MRF","EQ","04-Aug-2020","      60974.65","      61500.00","      61700.00","      61004.15","      61251.00","      61270.10","      61371.07","      15026","           922161728.70","       6885","       6126","         40.77"
"MRF","EQ","05-Aug-2020","      61270.10","      61400.00","      61900.00","      61150.00","      61700.00","      61519.05","      61610.05","       9425","           580674696.95","       4802","       3449","         36.59"
"MRF","EQ","06-Aug-2020","      61519.05","      61500.00","      61850.00","      61100.00","      61317.00","      61345.80","      61552.90","       4610","           283758874.45","       2706","        751","         16.29"
"MRF","EQ","07-Aug-2020","      61345.80","      61250.00","      63260.00","      61250.00","      62798.95","      62702.80","      62640.30","      29581","          1852962660.65","      11883","       6313","         21.34"
"MRF","EQ","10-Aug-2020","      62702.80","      62798.00","      63550.00","      61700.00","      61940.00","      61863.00","      62415.48","       9740","           607926795.05","       5808","       1994","         20.47"
"MRF","EQ","11-Aug-2020","      61863.00","      62200.00","      62490.00","      61390.00","      61498.85","      61460.45","      61783.19","       9749","           602324321.05","       5202","       2408","         24.70"
"MRF","EQ","12-Aug-2020","      61460.45","      61640.00","      61899.85","      61350.00","      61701.00","      61634.75","      61566.16","      11449","           704871008.60","       5157","       4501","         39.31"
"MRF","EQ","13-Aug-2020","      61634.75","      61900.00","      64352.25","      61400.00","      64051.00","      63976.50","      62974.18","      29508","          1858242224.55","      14844","       8063","         27.32"
"MRF","EQ","14-Aug-2020","      63976.50","      64000.00","      64600.00","      61200.00","      61540.00","      61433.75","      63061.66","      49740","          3136687200.45","      25564","       7927","         15.94"
"MRF","EQ","17-Aug-2020","      61433.75","      62199.00","      62282.15","      59940.40","      60199.00","      60148.05","      60439.38","      32399","          1958175581.15","      16896","      10640","         32.84"
"MRF","EQ","18-Aug-2020","      60148.05","      60700.00","      60879.95","      60000.00","      60315.00","      60205.50","      60453.60","      21461","          1297394798.35","      10620","       6534","         30.45"
"MRF","EQ","19-Aug-2020","      60205.50","      60580.00","      60720.00","      59604.10","      59979.90","      59837.80","      60162.16","      25319","          1523245833.65","       9560","      12370","         48.86"
"MRF","EQ","20-Aug-2020","      59837.80","      59998.35","      60300.00","      59235.65","      59549.90","      59507.30","      59836.83","      27844","          1666096788.85","      11806","      11407","         40.97"
"MRF","EQ","21-Aug-2020","      59507.30","      59990.00","      60150.00","      59325.10","      59720.00","      59627.15","      59687.22","      31493","          1879729511.45","      11688","      13285","         42.18"
"MRF","EQ","24-Aug-2020","      59627.15","      60000.00","      60537.50","      59505.05","      59650.00","      59598.55","      59936.31","      22258","          1334062327.90","      10737","       6340","         28.48"
"MRF","EQ","25-Aug-2020","      59598.55","      59947.00","      60150.00","      59067.25","      59100.00","      59286.40","      59616.45","      23315","          1389957608.25","       8283","      12221","         52.42"
"MRF","EQ","26-Aug-2020","      59286.40","      59250.00","      59746.25","      59250.00","      59450.00","      59336.75","      59502.94","      19076","          1135078153.90","       7155","       7961","         41.73"
"MRF","EQ","27-Aug-2020","      59336.75","      59786.00","      59799.00","      59100.00","      59498.65","      59316.55","      59429.74","      12994","           772230100.50","       5453","       1955","         15.05"
"MRF","EQ","28-Aug-2020","      59316.55","      59400.00","      59999.00","      59151.00","      59600.00","      59579.85","      59501.34","      16940","          1007952784.00","       8280","       4816","         28.43"
"MRF","EQ","31-Aug-2020","      59579.85","      59999.00","      59999.00","      57520.05","      58049.85","      57987.45","      58630.59","      17715","          1038640890.30","       9738","       4071","         22.98"
"MRF","EQ","01-Sep-2020","      57987.45","      58500.00","      58698.95","      57600.00","      58580.00","      58345.30","      58135.69","      14263","           829189288.90","       8091","       3397","         23.82"
"MRF","EQ","02-Sep-2020","      58345.30","      58410.00","      59099.85","      58000.00","      58741.15","      58586.75","      58457.90","      12907","           754516176.85","       5562","       4646","         36.00"
"MRF","EQ","03-Sep-2020","      58586.75","      58741.00","      58998.00","      58304.45","      58574.00","      58492.10","      58641.59","       8086","           474175891.15","       4394","       1767","         21.85"
"MRF","EQ","04-Sep-2020","      58492.10","      58250.00","      58800.00","      57565.45","      58423.45","      58425.40","      58305.37","      11068","           645323830.75","       5708","       2332","         21.07"
"MRF","EQ","07-Sep-2020","      58425.40","      58425.40","      58854.95","      58000.00","      58285.00","      58374.20","      58389.08","      12609","           736227896.25","       5290","       3859","         30.61"
"MRF","EQ","08-Sep-2020","      58374.20","      58500.00","      58500.00","      58050.00","      58200.00","      58212.65","      58240.49","       9805","           571048011.25","       2986","       5339","         54.45"
"MRF","EQ","09-Sep-2020","      58212.65","      58200.00","      59054.95","      57867.00","      58861.00","      58763.55","      58269.02","      12863","           749514442.80","       4877","       5969","         46.40"
"MRF","EQ","10-Sep-2020","      58763.55","      58865.00","      59399.00","      58700.00","      59100.00","      59134.05","      59025.09","       9822","           579744393.60","       5428","       2134","         21.73"
"MRF","EQ","11-Sep-2020","      59134.05","      59100.00","      59400.00","      58445.90","      59200.00","      59226.70","      58913.50","      14081","           829560979.10","       5144","       7244","         51.45"
"MRF","EQ","14-Sep-2020","      59226.70","      59230.05","      59800.00","      58199.85","      58405.05","      58519.85","      58904.91","      17430","          1026712611.60","       8455","       7306","         41.92"
"MRF","EQ","15-Sep-2020","      58519.85","      58600.00","      59400.00","      58200.00","      58400.00","      58408.45","      58386.39","      40617","          2371479992.95","       5506","      32989","         81.22"
"MRF","EQ","16-Sep-2020","      58408.45","      58600.00","      59850.00","      58508.45","      59560.45","      59573.95","      59346.84","      23565","          1398508184.20","       9196","      10194","         43.26"
"MRF","EQ","17-Sep-2020","      59573.95","      59310.00","      59778.00","      59154.55","      59570.00","      59530.85","      59482.27","      12214","           726516423.40","       5788","       4862","         39.81"
"MRF","EQ","18-Sep-2020","      59530.85","      59600.85","      59970.00","      58530.75","      58750.00","      58950.60","      59134.28","      17210","          1017700924.15","       6952","      10937","         63.55"
"MRF","EQ","21-Sep-2020","      58950.60","      58950.60","      59079.90","      57866.00","      58150.00","      58159.25","      58129.89","      23226","          1350124917.95","       7445","      14177","         61.04"
"MRF","EQ","22-Sep-2020","      58159.25","      58160.00","      58350.25","      57400.00","      57900.00","      57709.55","      57680.53","       9817","           566249798.05","       4774","       2321","         23.64"
"MRF","EQ","23-Sep-2020","      57709.55","      58000.00","      58320.00","      56800.00","      57199.00","      57211.50","      57481.99","      11257","           647074800.45","       5506","       3239","         28.77"
"MRF","EQ","24-Sep-2020","      57211.50","      56999.55","      57098.10","      55300.00","      55850.00","      55618.85","      56062.24","      10032","           562416407.70","       5906","       2349","         23.42"
"MRF","EQ","25-Sep-2020","      55618.85","      55910.00","      58000.00","      55701.05","      57405.05","      57461.45","      56718.27","      12635","           716635326.75","       7180","       2575","         20.38"
"MRF","EQ","28-Sep-2020","      57461.45","      57800.00","      59449.95","      57800.00","      59110.00","      59306.55","      58907.18","      12997","           765616576.15","       6979","       2192","         16.87"
"MRF","EQ","29-Sep-2020","      59306.55","      59778.80","      59890.00","      58175.75","      59342.95","      59462.35","      59062.41","      17381","          1026563685.00","       9007","       2471","         14.22"
"MRF","EQ","30-Sep-2020","      59462.35","      59300.00","      60001.00","      58700.00","      59471.15","      59572.20","      59348.10","      16827","           998650545.15","       7538","       5637","         33.50"
"MRF","EQ","01-Oct-2020","      59572.20","      59570.00","      60695.00","      59400.00","      60510.00","      60578.30","      60318.81","      15857","           956475297.85","       8034","       5479","         34.55"
"MRF","EQ","05-Oct-2020","      60578.30","      60800.00","      61233.95","      60300.00","      60600.00","      60525.60","      60804.20","      16527","          1004910955.30","       7959","       6752","         40.85"
"MRF","EQ","06-Oct-2020","      60525.60","      60800.00","      61100.00","      60076.35","      60253.15","      60269.95","      60566.96","       9028","           546798529.05","       4645","       2381","         26.37"
"MRF","EQ","07-Oct-2020","      60269.95","      60490.00","      61089.70","      59956.80","      60499.00","      60601.55","      60565.04","      10706","           648409307.60","       5706","       2621","         24.48"
"MRF","EQ","08-Oct-2020","      60601.55","      60728.95","      61100.00","      59600.00","      60189.95","      60175.35","      60246.06","       9954","           599689269.50","       4708","       3162","         31.77"
"MRF","EQ","09-Oct-2020","      60175.35","      60677.90","      60677.90","      58542.65","      58798.00","      58784.90","      59335.48","      12645","           750297158.70","       6314","       4241","         33.54"
"MRF","EQ","12-Oct-2020","      58784.90","      59298.00","      59298.00","      58174.05","      58530.00","      58587.10","      58698.45","       9057","           531631883.90","       4894","       1229","         13.57"
"MRF","EQ","13-Oct-2020","      58587.10","      58200.10","      59439.20","      58200.10","      58499.00","      58589.95","      58904.17","      15742","           927269483.80","       6555","       7586","         48.19"
"MRF","EQ","14-Oct-2020","      58589.95","      58700.00","      59149.00","      58000.00","      59132.60","      58903.55","      58552.20","      16275","           952937025.60","       5970","       8496","         52.20"
"MRF","EQ","15-Oct-2020","      58903.55","      59000.00","      59246.40","      58150.00","      58350.00","      58454.65","      58869.07","       9112","           536414989.25","       5131","       2495","         27.38"
"MRF","EQ","16-Oct-2020","      58454.65","      58350.00","      58880.15","      57860.05","      58148.00","      58013.10","      58382.57","       7262","           423974247.60","       3920","       1100","         15.15"
"MRF","EQ","19-Oct-2020","      58013.10","      58300.95","      60100.00","      58100.00","      60074.90","      60009.85","      58931.02","      21961","          1294184085.85","       7815","      11169","         50.86"
"MRF","EQ","20-Oct-2020","      60009.85","      59251.00","      60347.30","      59251.00","      59800.00","      59927.35","      59982.75","      14375","           862252097.30","       7370","       4173","         29.03"
"MRF","EQ","21-Oct-2020","      59927.35","      60000.00","      61599.00","      60000.00","      61050.00","      61042.45","      60874.45","      32354","          1969531813.90","      14286","       8616","         26.63"
"MRF","EQ","22-Oct-2020","      61042.45","      61042.45","      62442.60","      60834.65","      62130.05","      62250.35","      61785.38","      24154","          1492364158.40","      12461","       6644","         27.51"
"MRF","EQ","23-Oct-2020","      62250.35","      62250.00","      63985.00","      62130.70","      63700.00","      63619.10","      63252.58","      31802","          2011558622.70","      13975","       9962","         31.33"
"MRF","EQ","26-Oct-2020","      63619.10","      63800.00","      64319.90","      62863.95","      63100.00","      63280.45","      63610.03","      30884","          1964532224.20","      13647","       8794","         28.47"
"MRF","EQ","27-Oct-2020","      63280.45","      64546.00","      69608.45","      63502.10","      68156.25","      68202.60","      66389.35","      88721","          5890129286.35","      41512","      33336","         37.57"
"MRF","EQ","28-Oct-2020","      68202.60","      68202.60","      68202.60","      65360.05","      66750.00","      66844.55","      66350.56","      46839","          3107793802.90","      26005","       6896","         14.72"
"MRF","EQ","29-Oct-2020","      66844.55","      66000.00","      68917.45","      65160.90","      66880.00","      67298.35","      67475.72","      50267","          3391801929.00","      26627","       6962","         13.85"
"MRF","EQ","30-Oct-2020","      67298.35","      67748.00","      68450.00","      64600.05","      64950.00","      65303.25","      65955.77","      51521","          3398107211.90","      27035","       7532","         14.62"
"MRF","EQ","02-Nov-2020","      65303.25","      65500.00","      66637.20","      64760.05","      66263.00","      66226.05","      65923.50","      32674","          2153984475.10","      17925","       4373","         13.38"
"MRF","EQ","03-Nov-2020","      66226.05","      66645.00","      67999.00","      66567.65","      67701.00","      67676.25","      67526.96","      29445","          1988331393.50","      15299","       5148","         17.48"
"MRF","EQ","04-Nov-2020","      67676.25","      67320.25","      69250.00","      67223.50","      68500.00","      68449.85","      68610.54","      33722","          2313684732.15","      16253","       7629","         22.62"
"MRF","EQ","05-Nov-2020","      68449.85","      69000.00","      69890.10","      68208.05","      68350.10","      68568.50","      68969.11","      32905","          2269428654.90","      17756","       8132","         24.71"
"MRF","EQ","06-Nov-2020","      68568.50","      69250.00","      69900.00","      68139.85","      68224.00","      68516.85","      68902.45","      47996","          3307042088.10","      23896","       6599","         13.75"
"MRF","EQ","09-Nov-2020","      68516.85","      69100.00","      70325.70","      68665.60","      69999.00","      69841.05","      69339.92","      36658","          2541862649.70","      17692","       8776","         23.94"
"MRF","EQ","10-Nov-2020","      69841.05","      70444.00","      70736.30","      68973.95","      69079.00","      69367.00","      69998.32","      36190","          2533239338.80","      16406","       7694","         21.26"
"MRF","EQ","11-Nov-2020","      69367.00","      69480.00","      70490.00","      67919.15","      68616.95","      68589.15","      69548.71","      43328","          3013406509.15","      18194","      12508","         28.87"
"MRF","EQ","12-Nov-2020","      68589.15","      68999.00","      69579.75","      68650.00","      69305.00","      69386.90","      69217.27","      20708","          1433351261.20","      10566","       4649","         22.45"
"MRF","EQ","13-Nov-2020","      69386.90","      69500.00","      72499.00","      69450.00","      71850.00","      71826.20","      70942.45","      48897","          3468873203.85","      23612","       7871","         16.10"
"MRF","EQ","14-Nov-2020","      71826.20","      72225.00","      72490.00","      71001.25","      71798.95","      71926.00","      72133.88","       5247","           378486465.95","       2856","        551","         10.50"
"MRF","EQ","17-Nov-2020","      71926.00","      72288.00","      74650.00","      71926.00","      74500.00","      74095.45","      73370.28","      48299","          3543711274.25","      23303","      10965","         22.70"
"MRF","EQ","18-Nov-2020","      74095.45","      74095.45","      75400.00","      72374.30","      74939.90","      75041.00","      74002.68","      62263","          4607628783.20","      27016","      12445","         19.99"
"MRF","EQ","19-Nov-2020","      75041.00","      74500.00","      77399.00","      74106.95","      77000.00","      76831.35","      76214.78","      64112","          4886281744.15","      29059","      17111","         26.69"
"MRF","EQ","20-Nov-2020","      76831.35","      76959.00","      79500.00","      76800.00","      79280.00","      79069.40","      78597.69","      80370","          6316896092.90","      35779","      19059","         23.71"
"MRF","EQ","23-Nov-2020","      79069.40","      81160.00","      81249.40","      79200.05","      79350.00","      80114.50","      80240.67","      60161","          4827358836.40","      26796","      18000","         29.92"
"MRF","EQ","24-Nov-2020","      80114.50","      80300.00","      80950.00","      79100.55","      79950.00","      79840.15","      79847.81","      56578","          4517629455.00","      25091","      16753","         29.61"
"MRF","EQ","25-Nov-2020","      79840.15","      80800.00","      80800.00","      75653.00","      77000.00","      76311.75","      77708.03","      52953","          4114873513.30","      26589","       9987","         18.86"
"MRF","EQ","26-Nov-2020","      76311.75","      77000.00","      77543.95","      74305.25","      76160.00","      75820.05","      75634.07","      77903","          5892121003.55","      37031","      13868","         17.80"
"MRF","EQ","27-Nov-2020","      75820.05","      76500.00","      79228.95","      75300.00","      77864.95","      77738.65","      77399.12","     281075","         21754957872.55","      82471","     189453","         67.40"
"MRF","EQ","01-Dec-2020","      77738.65","      79400.00","      80102.35","      77777.50","      79800.00","      79564.30","      79162.11","      57627","          4561875026.50","      26924","      11507","         19.97"
"MRF","EQ","02-Dec-2020","      79564.30","      79800.00","      80000.00","      78631.95","      79401.15","      79781.25","      79335.79","      38286","          3037450036.15","      19618","       3775","          9.86"
"MRF","EQ","03-Dec-2020","      79781.25","      79773.30","      79800.00","      78500.00","      78599.95","      78894.65","      79143.48","      28657","          2268014698.85","      14410","       6759","         23.59"
"MRF","EQ","04-Dec-2020","      78894.65","      79399.95","      79600.00","      78200.00","      78212.85","      78698.15","      78844.59","      35870","          2828155488.30","      18046","       9761","         27.21"
"MRF","EQ","07-Dec-2020","      78698.15","      77887.30","      79995.00","      77887.30","      79900.00","      79527.65","      78980.72","      25469","          2011560064.70","      12592","       5550","         21.79"
"MRF","EQ","08-Dec-2020","      79527.65","      79600.00","      79984.30","      78862.80","      79200.00","      79161.80","      79360.53","      23532","          1867511937.20","      10315","       5453","         23.17"
"MRF","EQ","09-Dec-2020","      79161.80","      79495.00","      79600.80","      78000.05","      78350.00","      78371.30","      78756.93","      18683","          1471415802.80","       9293","       3745","         20.04"
"MRF","EQ","10-Dec-2020","      78371.30","      78499.00","      78745.35","      77350.10","      77865.00","      77615.20","      77934.49","      22452","          1749785221.40","      11438","       4930","         21.96"
"MRF","EQ","11-Dec-2020","      77615.20","      77990.00","      78396.70","      77300.00","      78015.00","      77878.35","      77866.03","      20832","          1622105134.10","       9803","       4921","         23.62"
"MRF","EQ","14-Dec-2020","      77878.35","      78400.00","      78400.00","      77300.00","      77475.00","      77547.65","      77774.53","      15865","          1233892931.65","       7354","       3716","         23.42"
"MRF","EQ","15-Dec-2020","      77547.65","      77547.65","      77800.00","      76800.00","      77350.05","      77286.35","      77248.88","      14509","          1120803983.80","       7025","       4114","         28.35"
"MRF","EQ","16-Dec-2020","      77286.35","      77383.00","      79180.40","      77380.00","      78753.00","      78618.85","      78521.91","      29876","          2345920689.70","      13915","       7076","         23.68"
"MRF","EQ","17-Dec-2020","      78618.85","      78625.00","      79166.30","      77000.00","      77370.00","      77291.15","      78107.90","      19833","          1549113978.20","       9760","       3877","         19.55"
"MRF","EQ","18-Dec-2020","      77291.15","      77900.00","      78190.00","      76850.00","      77706.00","      77571.55","      77487.52","      34069","          2639922202.40","      12573","      14461","         42.45"
